position,name + id,name,id,roster position,salary,game info,teamabbrev,avgpointspergame,team,projpts,projown
TE,Terrance Ferguson (40143254),Terrance Ferguson,40143254,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,LAR,0.0,Rams,4.1,0.0
TE,Mark Redman (40143256),Mark Redman,40143256,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,LAR,0.0,Rams,0.0,0.0
TE,Mo Alie-Cox (40143258),Mo Alie-Cox,40143258,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,IND,1.6,Colts,4.2,0.0
TE,Drew Ogletree (40143260),Drew Ogletree,40143260,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,IND,0.0,Colts,3.9,0.0
TE,Will Mallory (40143262),Will Mallory,40143262,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,IND,0.0,Colts,0.0,0.0
TE,Sean McKeon (40143264),Sean McKeon,40143264,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,IND,0.0,Colts,0.0,0.0
TE,Johnny Mundt (40143238),Johnny Mundt,40143238,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,JAX,0.57,Jaguars,4.3,0.0
TE,Hunter Long (40143240),Hunter Long,40143240,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,JAX,3.6,Jaguars,4.5,0.0
TE,Quintin Morris (40143242),Quintin Morris,40143242,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,JAX,0.0,Jaguars,3.7,0.0
TE,Patrick Herbert (40143244),Patrick Herbert,40143244,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,JAX,0.0,Jaguars,0.0,0.0
TE,Brayden Willis (40143246),Brayden Willis,40143246,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,SF,0.0,49ers,4.1,0.0
TE,George Kittle (40143248),George Kittle,40143248,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,SF,12.5,49ers,0.0,0.0
TE,Messiah Swinson (40143250),Messiah Swinson,40143250,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,SF,0.0,49ers,0.0,0.0
DST,Jaguars  (40143383),Jaguars ,40143383,DST,2500,JAX@SF 09/28/2025 04:05PM ET,JAX,10.33,Jaguars,5.4,3.1
TE,Zaire Mitchell-Paden (40143226),Zaire Mitchell-Paden,40143226,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,BAL,0.0,Ravens,4.0,0.0
TE,Robert Tonyan (40143228),Robert Tonyan,40143228,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,4.3,0.0
TE,Jared Wiley (40143230),Jared Wiley,40143230,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,0.0,0.0
TE,Jake Briningstool (40143232),Jake Briningstool,40143232,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,0.0,0.0
TE,Tre Watson (40143234),Tre Watson,40143234,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,0.0,0.0
TE,James Winchester (40143236),James Winchester,40143236,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,0.0,0.0
TE,Ian Thomas (40143214),Ian Thomas,40143214,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,LV,0.0,Raiders,4.7,0.1
TE,Albert Okwuegbunam Jr. (40143216),Albert Okwuegbunam Jr.,40143216,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,LV,0.0,Raiders,4.0,0.0
TE,Carter Runyon (40143218),Carter Runyon,40143218,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,LV,0.0,Raiders,3.9,0.0
TE,Durham Smythe (40143220),Durham Smythe,40143220,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,CHI,0.0,Bears,4.6,0.0
TE,Stephen Carlson (40143222),Stephen Carlson,40143222,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,CHI,0.0,Bears,4.1,0.0
TE,Nikola Kalinic (40143224),Nikola Kalinic,40143224,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,CHI,0.0,Bears,0.0,0.0
DST,Giants  (40143384),Giants ,40143384,DST,2400,LAC@NYG 09/28/2025 01:00PM ET,NYG,2.0,Giants,4.6,3.3
DST,Titans  (40143385),Titans ,40143385,DST,2300,TEN@HOU 09/28/2025 01:00PM ET,TEN,3.33,Titans,6.4,12.4
DST,Browns  (40143386),Browns ,40143386,DST,2200,CLE@DET 09/28/2025 01:00PM ET,CLE,5.33,Browns,6.3,2.7
DST,Saints  (40143387),Saints ,40143387,DST,2000,NO@BUF 09/28/2025 01:00PM ET,NO,3.67,Saints,3.4,1.9
