Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,lineup_rating
119,4849979476,TheDanimal05,0,172.8,DST Seahawks  FLEX Travis Etienne Jr. QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,136.2
120,4854271657,pa_ray69,0,172.76,DST Rams  FLEX Rome Odunze QB Mac Jones RB Christian McCaffrey RB Javonte Williams TE David Njoku WR Puka Nacua WR Garrett Wilson WR Zay Flowers,125.04999999999998
121,4852636532,whunmilliun,0,172.56,DST Saints  FLEX Trey Benson QB Mac Jones RB Jahmyr Gibbs RB Chuba Hubbard TE Tyler Warren WR Ja'Marr Chase WR Amon-Ra St. Brown WR Marvin Harrison Jr.,104.45
122,4854157594,wheels1022,0,172.48,DST Patriots  FLEX Amon-Ra St. Brown QB Justin Fields RB Travis Etienne Jr. RB Dylan Sampson TE Juwan Johnson WR Ja'Marr Chase WR Puka Nacua WR JuJu Smith-Schuster,105.85000000000001
123,4854434209,SATISFACTION504,0,172.20001,DST Rams  FLEX J.K. Dobbins QB Tua Tagovailoa RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Tyreek Hill WR Tee Higgins,119.75
124,4854386081,KBob809,0,172.09999,DST Seahawks  FLEX Rome Odunze QB Drake Maye RB Chase Brown RB Travis Etienne Jr. TE Hunter Henry WR Ja'Marr Chase WR Brian Thomas Jr. WR Jaxon Smith-Njigba,123.25
125,4853636954,tcopus,0,172.06001,DST Patriots  FLEX Malik Nabers QB Mac Jones RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Calvin Ridley,129.55
126,4848195126,ChaseTheUKFan,0,172.0,DST Patriots  FLEX James Cook QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Trey McBride WR Tetairoa McMillan WR Hollywood Brown WR Wan'Dale Robinson,124.14999999999999
127,4854436911,Stowellz,0,171.96,DST Titans  FLEX DK Metcalf QB Mac Jones RB Javonte Williams RB Tyrone Tracy Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR CeeDee Lamb WR Puka Nacua,114.20000000000002
127,4854428344,Detroit211,0,171.95999,DST Lions  FLEX Rome Odunze QB Jared Goff RB Jahmyr Gibbs RB Kenneth Walker III TE Dalton Kincaid WR Puka Nacua WR DK Metcalf WR Marvin Harrison Jr.,95.7
129,4853506086,Taylor22Tigerz,0,171.7,DST Jaguars  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB Javonte Williams TE Jake Ferguson WR Puka Nacua WR DeVonta Smith WR Hunter Renfrow,114.45
130,4847606221,MarshMcGarsh,0,171.5,DST Rams  FLEX Kyren Williams QB Drake Maye RB Christian McCaffrey RB James Conner TE Juwan Johnson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Elic Ayomanor,136.1
131,4852945992,brealbc,0,171.38,DST Ravens  FLEX Puka Nacua QB Caleb Williams RB Jahmyr Gibbs RB Travis Etienne Jr. TE Trey McBride WR Jameson Williams WR Rome Odunze WR Olamide Zaccheaus,104.45
132,4852282350,PoTsai,0,171.34001,DST Cardinals  FLEX Colston Loveland QB Trevor Lawrence RB De'Von Achane RB D'Andre Swift TE Austin Hooper WR Ja'Marr Chase WR Malik Nabers WR Garrett Wilson,96.8
133,4846710927,sfoote10,0,171.3,DST Saints  FLEX Rome Odunze QB Lamar Jackson RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR A.J. Brown WR Kayshon Boutte,125.65
134,4854396499,SueSummer,0,171.26,DST Rams  FLEX Jauan Jennings QB Jared Goff RB Jahmyr Gibbs RB Trey Benson TE Sam LaPorta WR Puka Nacua WR Amon-Ra St. Brown WR Calvin Austin III,97.24999999999999
135,4852449301,DEFCON2282,0,171.04001,DST Cardinals  FLEX Jake Ferguson QB Joe Burrow RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR Ja'Marr Chase WR Hollywood Brown WR Rome Odunze,131.95000000000002
136,4847916302,Jtay2,0,170.98001,DST Giants  FLEX Amon-Ra St. Brown QB Patrick Mahomes RB Jonathan Taylor RB Chuba Hubbard TE Travis Kelce WR Jaxon Smith-Njigba WR DK Metcalf WR Josh Downs,94.60000000000001
136,4852751859,papafarley1970,0,170.98,DST Rams  FLEX Trey McBride QB Patrick Mahomes RB Christian McCaffrey RB Alvin Kamara TE Travis Kelce WR Puka Nacua WR Rome Odunze WR Tyquan Thornton,122.44999999999999
138,4853645882,pricej95,0,170.88,DST Titans  FLEX Ja'Marr Chase QB Caleb Williams RB De'Von Achane RB Travis Etienne Jr. TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR JuJu Smith-Schuster,112.14999999999999
139,4846364271,dealmnow,0,170.86,DST Ravens  FLEX DeVonta Smith QB Mac Jones RB Christian McCaffrey RB Jahmyr Gibbs TE Brenton Strange WR CeeDee Lamb WR Tetairoa McMillan WR Rome Odunze,125.7
139,4853311442,miamimike,0,170.85999,DST Rams  FLEX Cedric Tillman QB Mac Jones RB Christian McCaffrey RB Jahmyr Gibbs TE Juwan Johnson WR CeeDee Lamb WR Malik Nabers WR Hollywood Brown,132.25
141,4848237398,bentonmike,0,170.76001,DST Colts  FLEX Ricky Pearsall QB Mac Jones RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR Puka Nacua WR Jaxon Smith-Njigba,136.25
141,4853568628,AlfredJB3,0,170.76,DST Rams  FLEX Jerry Jeudy QB Jared Goff RB Christian McCaffrey RB Jahmyr Gibbs TE Luke Farrell WR Amon-Ra St. Brown WR Garrett Wilson WR Tyquan Thornton,107.60000000000001
143,4846569863,Swampyramfest,0,170.7,DST Patriots  FLEX Hunter Henry QB Drake Maye RB Christian McCaffrey RB Javonte Williams TE Harold Fannin Jr. WR Ja'Marr Chase WR CeeDee Lamb WR DeVonta Smith,127.60000000000001
144,4853952941,colle91382,0,170.66,DST Cowboys  FLEX Tee Higgins QB Jared Goff RB Jaylen Warren RB Brian Robinson Jr. TE Jonnu Smith WR Puka Nacua WR Amon-Ra St. Brown WR Jaxon Smith-Njigba,94.70000000000002
145,4846531179,dmurr88,0,170.5,DST Bengals  FLEX Jahmyr Gibbs QB Russell Wilson RB De'Von Achane RB Breece Hall TE Harold Fannin Jr. WR Malik Nabers WR Jaxon Smith-Njigba WR Hollywood Brown,113.15
145,4848505919,Girasia,0,170.5,DST Saints  FLEX Kayshon Boutte QB Drake Maye RB Christian McCaffrey RB Travis Etienne Jr. TE Juwan Johnson WR Ja'Marr Chase WR Puka Nacua WR Hollywood Brown,128.35
145,4854287934,bloodstrxp,0,170.49998,DST Patriots  FLEX Christian McCaffrey QB Lamar Jackson RB Saquon Barkley RB Javonte Williams TE Kylen Granson WR Amon-Ra St. Brown WR Hollywood Brown WR DeAndre Hopkins,106.55
148,4847200574,Levihill,0,170.46,DST Rams  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Tetairoa McMillan,145.3
149,4849939432,Ryno187,0,170.4,DST Saints  FLEX Rome Odunze QB Drake Maye RB Chase Brown RB Breece Hall TE Juwan Johnson WR Ja'Marr Chase WR CeeDee Lamb WR Chris Olave,115.45000000000002
150,4854214418,NeverForgetBigPapi,0,170.26,DST Rams  FLEX CeeDee Lamb QB Mac Jones RB Christian McCaffrey RB Tyrone Tracy Jr. TE Jake Ferguson WR Malik Nabers WR George Pickens WR Ricky Pearsall,121.9
151,4853478244,DieselX22,0,170.2,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Chris Olave,138.75000000000003
152,4854127176,QuigglySmiggly,0,170.06001,DST Colts  FLEX De'Von Achane QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Trey McBride WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Rome Odunze,132.55
153,4854501074,toknbryab,0,169.94002,DST Rams  FLEX Jonathan Taylor QB Joe Burrow RB De'Von Achane RB Kyren Williams TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Elic Ayomanor,126.94999999999999
154,4851765562,markertassel,0,169.8,DST Dolphins  FLEX Jonathan Taylor QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Calvin Ridley,128.2
155,4854437778,morell45,0,169.4,DST Rams  FLEX Brian Thomas Jr. QB Lamar Jackson RB De'Von Achane RB Kyren Williams TE Jake Ferguson WR Malik Nabers WR Jaxon Smith-Njigba WR Tory Horton,118.9
156,4849859784,Rothchild97,0,169.36,DST Seahawks  FLEX Javonte Williams QB Mac Jones RB Kyren Williams RB Breece Hall TE Harold Fannin Jr. WR Ja'Marr Chase WR Puka Nacua WR Zay Flowers,119.50000000000001
157,4845886129,reillydan13,0,169.2,DST Saints  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Malik Nabers WR Jaxon Smith-Njigba WR Calvin Ridley,132.65
158,4851114526,smitdog333,0,169.16,DST Cardinals  FLEX Puka Nacua QB Mac Jones RB Christian McCaffrey RB Jahmyr Gibbs TE Trey McBride WR Davante Adams WR Calvin Ridley WR Elic Ayomanor,124.55000000000001
159,4852370329,ryanleak,0,169.14,DST Steelers  FLEX James Cook QB Daniel Jones RB Christian McCaffrey RB Chuba Hubbard TE Dalton Kincaid WR Malik Nabers WR DK Metcalf WR Michael Pittman Jr.,104.0
160,4846157944,mattcasey22,0,169.1,DST Seahawks  FLEX Tetairoa McMillan QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,141.04999999999998
160,4851412105,Cameron_20,0,169.09999,DST Rams  FLEX James Conner QB Drake Maye RB Kyren Williams RB Travis Etienne Jr. TE Juwan Johnson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Tetairoa McMillan,130.5
162,4854502169,Mazza99,0,168.98,DST Saints  FLEX Amon-Ra St. Brown QB Patrick Mahomes RB Saquon Barkley RB James Cook TE Jake Ferguson WR DK Metcalf WR Hollywood Brown WR Cooper Kupp,90.99999999999999
163,4853661609,Bubba_Fry,0,168.96,DST Rams  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Tyler Warren WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Kayshon Boutte,135.15
164,4853280989,cpb777,0,168.86002,DST Rams  FLEX Elic Ayomanor QB Mac Jones RB Christian McCaffrey RB Alvin Kamara TE Travis Kelce WR Ja'Marr Chase WR Puka Nacua WR Keon Coleman,129.95000000000002
165,4854245909,bball33457,0,168.8,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR CeeDee Lamb WR Ricky Pearsall WR Troy Franklin,132.90000000000003
166,4845165399,BAMAJOE,0,168.76001,DST Rams  FLEX Javonte Williams QB Mac Jones RB Chase Brown RB Jonathan Taylor TE Harold Fannin Jr. WR CeeDee Lamb WR Puka Nacua WR Chris Olave,123.35
167,4853977366,HunterB2208,0,168.74,DST Seahawks  FLEX Ja'Marr Chase QB Dak Prescott RB James Cook RB Kyren Williams TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Kayshon Boutte,114.99999999999999
168,4849945628,codeeto,0,168.7,DST Rams  FLEX Rome Odunze QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,139.35
169,4851993138,mommy2hotty,0,168.68,DST Steelers  FLEX Malik Nabers QB Justin Fields RB Chuba Hubbard RB Travis Etienne Jr. TE Juwan Johnson WR Ja'Marr Chase WR Tetairoa McMillan WR Hollywood Brown,119.5
170,4847511194,SaintStephen68,0,168.45999,DST Seahawks  FLEX Kyren Williams QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,133.1
170,4852963678,dlock52,0,168.45999,DST Colts  FLEX Malik Nabers QB Mac Jones RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Zay Flowers WR Chris Olave WR Calvin Ridley,120.6
172,4851430360,scottp0521,0,168.43999,DST Ravens  FLEX Troy Franklin QB Dak Prescott RB Derrick Henry RB Chuba Hubbard TE Harold Fannin Jr. WR CeeDee Lamb WR Malik Nabers WR Kayshon Boutte,102.6
173,4854216225,DOTapproved,0,168.4,DST Ravens  FLEX David Montgomery QB Drake Maye RB Javonte Williams RB Jaylen Warren TE David Njoku WR Ja'Marr Chase WR Zay Flowers WR Ricky Pearsall,105.05
174,4848086313,mcadigan,0,168.22002,DST Patriots  FLEX Harold Fannin Jr. QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Sam LaPorta WR Malik Nabers WR Jaxon Smith-Njigba WR Rome Odunze,128.10000000000002
174,4849507748,ssvrc1,0,168.22002,DST Patriots  FLEX Harold Fannin Jr. QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Sam LaPorta WR Malik Nabers WR Jaxon Smith-Njigba WR Rome Odunze,128.10000000000002
176,4851879279,Clevofootball,0,168.16,DST Titans  FLEX Ja'Marr Chase QB Mac Jones RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,137.79999999999998
177,4854434331,jdsoonerfan5,0,167.86,DST Lions  FLEX CeeDee Lamb QB Jared Goff RB Javonte Williams RB Cam Skattebo TE Pat Freiermuth WR Puka Nacua WR George Pickens WR DeVonta Smith,88.55000000000001
178,4846573228,Bdorfy88,0,167.7,DST Dolphins  FLEX Juwan Johnson QB Lamar Jackson RB Christian McCaffrey RB Tony Pollard TE Jake Ferguson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,129.95
178,4853468297,EvanSlowski,0,167.7,DST Rams  FLEX Juwan Johnson QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR CeeDee Lamb WR Puka Nacua WR Hollywood Brown,139.05
180,4854452741,chuckstevens69,0,167.66,DST Colts  FLEX Jerry Jeudy QB Mac Jones RB Kyren Williams RB Javonte Williams TE Travis Kelce WR Puka Nacua WR Amon-Ra St. Brown WR Tyreek Hill,103.05
181,4854353841,aaud1989,0,167.6,DST Patriots  FLEX Chase Brown QB Lamar Jackson RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Rome Odunze,134.15000000000003
182,4852538689,Yarmat,0,167.54001,DST Patriots  FLEX Elic Ayomanor QB Daniel Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Puka Nacua WR Jaxon Smith-Njigba,128.5
183,4853207754,whity1winner,0,167.48001,DST Seahawks  FLEX Javonte Williams QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Tee Higgins WR Hollywood Brown,129.95000000000002
184,4854450779,mighty-red-mence,0,167.44,DST Steelers  FLEX Javonte Williams QB Dak Prescott RB Travis Etienne Jr. RB Jaylen Warren TE Jake Tonges WR Ja'Marr Chase WR CeeDee Lamb WR Stefon Diggs,102.80000000000001
185,4854414287,TMpls6,0,167.4,DST Rams  FLEX Tee Higgins QB Lamar Jackson RB Saquon Barkley RB James Cook TE Chig Okonkwo WR Jaxon Smith-Njigba WR Hollywood Brown WR Rome Odunze,113.49999999999999
186,4853569190,ThePhanatic,0,167.36,DST Colts  FLEX Saquon Barkley QB Mac Jones RB Christian McCaffrey RB Jahmyr Gibbs TE Juwan Johnson WR CeeDee Lamb WR Rome Odunze WR Cedric Tillman,116.09999999999998
187,4850470347,Cblack_01,0,167.26,DST Ravens  FLEX CeeDee Lamb QB Mac Jones RB Breece Hall RB Travis Etienne Jr. TE Juwan Johnson WR Ja'Marr Chase WR Tetairoa McMillan WR Ricky Pearsall,119.39999999999999
188,4853776710,jmichael01,0,167.23999,DST Cowboys  FLEX Jaxon Smith-Njigba QB Dak Prescott RB Javonte Williams RB Travis Etienne Jr. TE Juwan Johnson WR CeeDee Lamb WR Puka Nacua WR Cedric Tillman,111.19999999999999
189,4849635497,funfish,0,167.16,DST Seahawks  FLEX Garrett Wilson QB Mac Jones RB Christian McCaffrey RB Alvin Kamara TE Harold Fannin Jr. WR CeeDee Lamb WR Malik Nabers WR Hollywood Brown,130.0
190,4853902661,The_Tonian,0,167.1,DST Titans  FLEX DeVonta Smith QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,135.45
190,4847325967,xxbigjohn79xx,0,167.09999,DST 49ers  FLEX Dalton Kincaid QB Drake Maye RB Christian McCaffrey RB Jahmyr Gibbs TE Juwan Johnson WR Puka Nacua WR A.J. Brown WR Rome Odunze,120.2
192,4854412846,iamjobu,0,167.04,DST Saints  FLEX Amon-Ra St. Brown QB Dak Prescott RB Alvin Kamara RB Kenneth Walker III TE Hunter Henry WR CeeDee Lamb WR Jameson Williams WR Hollywood Brown,99.6
193,4847457099,RickBelding,0,166.90001,DST Ravens  FLEX CeeDee Lamb QB Sam Darnold RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Garrett Wilson WR Jaxon Smith-Njigba WR Wan'Dale Robinson,120.55
194,4850596998,tony42d,0,166.79999,DST Rams  FLEX Kayshon Boutte QB Lamar Jackson RB Christian McCaffrey RB Javonte Williams TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR Chris Olave,127.20000000000002
195,4845679490,Phenom10,0,166.76001,DST Titans  FLEX Chuba Hubbard QB Mac Jones RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR CeeDee Lamb WR Ricky Pearsall,130.50000000000003
196,4849716824,Noltrain,0,166.73999,DST Rams  FLEX Rome Odunze QB Bo Nix RB James Conner RB Javonte Williams TE Hunter Henry WR Ja'Marr Chase WR Zay Flowers WR Ricky Pearsall,118.05000000000001
196,4854434857,TDsandpASSES,0,166.73999,DST Bears  FLEX Christian McCaffrey QB Dak Prescott RB Javonte Williams RB D'Andre Swift TE Dalton Kincaid WR CeeDee Lamb WR Tyreek Hill WR Wan'Dale Robinson,103.4
198,4854108754,moateskc,0,166.62001,DST Rams  FLEX Elic Ayomanor QB Josh Allen RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,133.1
199,4852965245,TexasTarHeel1,0,166.59999,DST Ravens  FLEX Brenton Strange QB Drake Maye RB Chase Brown RB Javonte Williams TE Hunter Henry WR CeeDee Lamb WR Malik Nabers WR Jaxon Smith-Njigba,116.55000000000001
200,4850610708,spank210,0,166.56,DST Seahawks  FLEX Travis Etienne Jr. QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Malik Nabers WR Hollywood Brown,136.25
201,4854362629,apk8084,0,166.54,DST Saints  FLEX Cedric Tillman QB Joe Burrow RB Christian McCaffrey RB Travis Etienne Jr. TE Juwan Johnson WR Ja'Marr Chase WR Malik Nabers WR Kayshon Boutte,120.65
202,4849463713,Mike25Mitchell,0,166.36,DST Broncos  FLEX James Cook QB Jared Goff RB Jahmyr Gibbs RB TreVeyon Henderson TE Dalton Kincaid WR Amon-Ra St. Brown WR Tetairoa McMillan WR Keon Coleman,91.39999999999999
203,4854282468,blydog1,0,166.08,DST Panthers  FLEX Amon-Ra St. Brown QB Justin Fields RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Malik Nabers WR Jaxon Smith-Njigba WR Chris Olave,126.05000000000001
204,4851728826,jdmsmooth,0,165.96,DST Steelers  FLEX De'Von Achane QB Mac Jones RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Calvin Ridley,136.0
205,4848933628,cameron.barnes,0,165.79999,DST Rams  FLEX Chase Brown QB Lamar Jackson RB Christian McCaffrey RB Travis Etienne Jr. TE Juwan Johnson WR Jaxon Smith-Njigba WR Chris Olave WR Rome Odunze,135.50000000000003
206,4847936247,Bac71691,0,165.56,DST Cowboys  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Trey McBride WR Malik Nabers WR Tetairoa McMillan WR Chris Olave,128.3
207,4853431777,Teddyw2,0,165.54001,DST Panthers  FLEX Zay Flowers QB Daniel Jones RB De'Von Achane RB Kyren Williams TE Jake Ferguson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,117.5
208,4852455331,Cougar_Hunter,0,165.36,DST Rams  FLEX Rome Odunze QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Puka Nacua WR Hollywood Brown,141.6
209,4850278433,steven_p_35,0,165.3,DST Saints  FLEX James Cook QB Drake Maye RB Christian McCaffrey RB Kyren Williams TE Jake Tonges WR CeeDee Lamb WR Malik Nabers WR Xavier Legette,111.55
210,4847273541,ajameson20,0,165.16,DST Colts  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR CeeDee Lamb WR Jaxon Smith-Njigba,137.95000000000002
210,4854372715,boyd4block,0,165.16,DST Cowboys  FLEX Christian McCaffrey QB Jared Goff RB De'Von Achane RB Javonte Williams TE Tyler Warren WR DK Metcalf WR Jameson Williams WR Kayshon Boutte,105.5
210,4854390435,mwachsman,0,165.16,DST Colts  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR CeeDee Lamb WR Jaxon Smith-Njigba,137.95000000000002
213,4849970955,enriquel6,0,165.09999,DST Patriots  FLEX Chris Olave QB Lamar Jackson RB Christian McCaffrey RB Javonte Williams TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,130.3
214,4851585415,Praetorian10,0,165.08,DST Panthers  FLEX Christian McCaffrey QB Caleb Williams RB Derrick Henry RB Jahmyr Gibbs TE Harold Fannin Jr. WR Ja'Marr Chase WR Rome Odunze WR Elic Ayomanor,123.45
215,4849338410,FolsomJayhawk,0,165.06,DST Steelers  FLEX Tetairoa McMillan QB Mac Jones RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Ja'Marr Chase WR Puka Nacua WR Calvin Ridley,135.0
216,4853523607,gotclappedbyrob,0,165.04,DST Dolphins  FLEX Brenton Strange QB Trevor Lawrence RB Christian McCaffrey RB Jonathan Taylor TE Jake Ferguson WR CeeDee Lamb WR Tee Higgins WR Jaxon Smith-Njigba,122.65
217,4850175340,BenVanhorn,0,164.94,DST Seahawks  FLEX Jake Ferguson QB Joe Burrow RB Breece Hall RB Kenneth Walker III TE Brenton Strange WR Ja'Marr Chase WR Malik Nabers WR Tee Higgins,107.25
218,4850688888,suicidal-squirells,0,164.86,DST Browns  FLEX Amon-Ra St. Brown QB Mac Jones RB Christian McCaffrey RB Kyren Williams TE Juwan Johnson WR CeeDee Lamb WR Puka Nacua WR JuJu Smith-Schuster,119.64999999999999
218,4852469594,kevingail,0,164.86,DST Ravens  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Ja'Marr Chase WR Hollywood Brown WR Calvin Ridley,135.6
220,4851332438,altuna21,0,164.76001,DST Patriots  FLEX Jerry Jeudy QB Mac Jones RB Christian McCaffrey RB Travis Etienne Jr. TE Trey McBride WR Ja'Marr Chase WR Tetairoa McMillan WR Hollywood Brown,131.3
220,4854085361,jsick14,0,164.76,DST Titans  FLEX Cedric Tillman QB Mac Jones RB Christian McCaffrey RB Jahmyr Gibbs TE Juwan Johnson WR CeeDee Lamb WR Puka Nacua WR Tetairoa McMillan,125.05000000000001
222,4854442102,treger,0,164.74,DST Saints  FLEX Ja'Marr Chase QB Trevor Lawrence RB Travis Etienne Jr. RB TreVeyon Henderson TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Jameson Williams,112.0
223,4845824327,Cathyrules1,0,164.7,DST Rams  FLEX Jameson Williams QB Lamar Jackson RB Saquon Barkley RB Kenneth Walker III TE Jake Ferguson WR DK Metcalf WR Davante Adams WR Cooper Kupp,94.55
